trans_id,day,time,bar,drinker,tip,total
1188,5,"122851","Café Rouge","Alden Sanford",3.89,77.74
1189,1,"151718","Champions Sports Bar","Alden Sanford",5.41,108.18
1190,3,"172334","Champions Sports Bar","Alden Sanford",2.93,20.95
1191,3,"182223","Double Down Saloon","Amari Foster",4.27,28.44
1192,4,"114753","Club Paragon","Amari Foster",0.91,91.19
1193,5,"181507","Club Paragon","Amari Foster",11.07,100.61
1194,7,"114838","Double Down Saloon","Amari Foster",0.73,14.61
1195,6,"205040","Fire Bar & Grill","Amari Foster",0.0,88.64
1196,5,"063815","Grey Lounge","Kelvin Walton",1.2,60.16
1197,1,"140627","Grey Lounge","Kelvin Walton",1.34,19.11
1198,1,"171818","Friendly's","Kelvin Walton",15.94,132.87
1199,6,"172613","Friendly's","Kelvin Walton",7.43,61.92
1200,6,"080640","Park Tavern Lounge & Lanes","Kelvin Walton",0.9,30.03
1201,6,"105241","Bennigan's","Trace Huff",7.66,85.15
1202,4,"151057","Bennigan's","Trace Huff",6.34,79.2
1203,7,"151636","Wibs","Trace Huff",1.75,58.18
1204,6,"172525","Atkins Park Tavern","Trace Huff",6.37,70.83
1205,5,"101523","C C Slaughters Restaurant","Trace Huff",0.0,4.23
1206,4,"141331","Texas Roadhouse","Braxton Torres",4.69,66.94
1207,7,"063900","Hotshots Sports Bar & Grill","Braxton Torres",3.81,63.46
1208,1,"211717","Chipotle Mexican Grill","Braxton Torres",4.92,81.99
1209,1,"092021","Texas Roadhouse","Braxton Torres",3.27,29.7
1210,5,"064014","Texas Roadhouse","Braxton Torres",0.59,59.09
1211,4,"195339","BJ's Restaurant & Brewery","Joshua Mendez",5.32,44.3
1212,6,"180653","Station","Joshua Mendez",0.8,79.72
1213,1,"100847","Perkins Restaurant and Bakery","Joshua Mendez",3.0,75.09
1214,7,"115352","Perkins Restaurant and Bakery","Joshua Mendez",1.5,74.99
1215,7,"181457","YUMIS SUSHI BAR","Joshua Mendez",2.13,53.2
1216,2,"191407","Arena","Alan Stanley",8.81,88.1
1217,6,"111146","E Robert Brame","Alan Stanley",1.54,10.27
1218,7,"134253","T.G.I. Friday's","Alan Stanley",0.65,16.34
1219,5,"201323","E Robert Brame","Alan Stanley",1.47,12.29
1220,4,"005154","Fire Bar & Grill","Alan Stanley",2.62,18.73
1221,6,"000632","On the Border Mexican Grill & Cantina","Kaliyah Mcgee",3.43,38.15
1222,4,"005236","On the Border Mexican Grill & Cantina","Kaliyah Mcgee",1.99,66.37
1223,6,"185029","Basement","Kaliyah Mcgee",0.0,69.28
1224,7,"223832","Charlie Brown's Steakhouse","Kaliyah Mcgee",1.05,26.36
1225,6,"210534","On the Border Mexican Grill & Cantina","Kaliyah Mcgee",0.63,63.11
1226,3,"225555","Pub 13","Jayda Dyer",7.02,117.06
1227,5,"084004","Pei Wei Asian Diner","Jayda Dyer",4.42,29.49
1228,2,"112253","E Robert Brame","Jayda Dyer",0.3,15.19
1229,5,"164853","Pei Wei Asian Diner","Jayda Dyer",10.05,67.02
1230,1,"001044","Pub 13","Jayda Dyer",24.13,172.39
1231,7,"164115","Grey Lounge","Solomon Hogan",0.59,4.23
1232,4,"121842","Denny's","Solomon Hogan",10.84,108.39
1233,7,"103817","Texas Roadhouse","Solomon Hogan",1.39,17.39
1234,2,"095013","Grey Lounge","Solomon Hogan",0.48,48.02
1235,1,"212124","On the Border Mexican Grill & Cantina","Solomon Hogan",5.56,50.58
1236,4,"154425","Red Robin","Lewis Gallegos",17.85,127.51
1237,7,"093243","Mulligan's Pub","Lewis Gallegos",2.28,57.05
1238,6,"143243","Red Robin","Lewis Gallegos",13.05,108.74
1239,3,"181725","Jake's Grill","Lewis Gallegos",1.74,34.8
1240,1,"213948","Toc Bar","Lewis Gallegos",5.06,46.04
1241,3,"083811","Denny's","Izabelle Duarte",2.14,21.41
1242,5,"212121","Ad Card Promotions","Izabelle Duarte",10.04,71.71
1243,2,"000617","On the Border Mexican Grill & Cantina","Izabelle Duarte",0.0,9.47
1244,1,"101930","Denny's","Izabelle Duarte",0.0,103.43
1245,4,"220903","Bahama Breeze","Izabelle Duarte",8.35,69.56
1246,6,"153913","Town & Country","Selena Duke",3.33,83.14
1247,4,"231902","J R's Bar & Grill Inc","Selena Duke",2.54,31.79
1248,7,"171207","Bob Evans Restaurants","Selena Duke",1.98,17.97
1249,1,"003846","J R's Bar & Grill Inc","Selena Duke",3.56,39.61
1250,1,"073031","Grey Lounge","Selena Duke",9.08,82.58
1251,4,"175347","Johnny Mac's Scoreboard","Mikaela Tanner",5.23,37.35
1252,1,"192451","Arena","Mikaela Tanner",3.97,49.61
1253,2,"133501","Eight Seconds","Mikaela Tanner",2.25,45.09
1254,5,"193841","Eight Seconds","Mikaela Tanner",0.77,12.87
1255,1,"153311","Rocket","Mikaela Tanner",0.23,22.74
1256,6,"224730","MJ's","Caroline Casey",5.0,124.99
1257,1,"111206","Dillinger's Inc","Caroline Casey",2.68,89.24
1258,7,"181452","Arena","Caroline Casey",0.24,7.96
1259,3,"162637","Arena","Caroline Casey",2.88,19.21
1260,3,"210501","Town & Country","Caroline Casey",13.65,124.06
1261,4,"221425","40 Watt Club","Skyler Salas",0.88,22.03
1262,3,"224258","Kroc's","Skyler Salas",16.46,117.58
1263,5,"212034","40 Watt Club","Skyler Salas",7.3,66.4
1264,1,"222004","Kroc's","Skyler Salas",0.51,8.55
1265,7,"195439","Big Shots Sports Bar & Grill","Skyler Salas",10.57,117.39
1266,4,"141300","Cracker Barrel Old Country Store","Daniella Webb",0.0,61.81
1267,3,"093036","Cracker Barrel Old Country Store","Daniella Webb",5.97,66.32
1268,7,"100632","Downtown Lounge","Daniella Webb",4.77,52.98
1269,4,"195216","Arena","Daniella Webb",4.34,108.39
1270,5,"173722","Arena","Daniella Webb",9.8,89.09
1271,4,"092525","World Beer Direct","Karma Pollard",0.94,6.27
1272,7,"161056","C C Slaughters Restaurant","Karma Pollard",3.63,72.62
1273,4,"231524","The Old Spaghetti Factory","Karma Pollard",1.41,70.43
1274,7,"191436","The Old Spaghetti Factory","Karma Pollard",7.7,54.97
1275,1,"094155","C C Slaughters Restaurant","Karma Pollard",2.29,45.81
1276,5,"182212","Basement","Beckett Donaldson",1.19,13.26
1277,1,"004113","Dixie Taverne","Beckett Donaldson",0.0,100.65
1278,6,"171111","Linda's","Beckett Donaldson",0.37,12.37
1279,2,"154014","Linda's","Beckett Donaldson",2.47,35.32
1280,1,"161651","Linda's","Beckett Donaldson",1.29,25.74
1281,7,"162725","Boston Market","Aiden Zimmerman",10.98,78.46
1282,3,"185338","Boston Market","Aiden Zimmerman",0.0,12.79
1283,4,"074159","Bennigan's","Aiden Zimmerman",2.22,15.83
1284,1,"213657","J R's Bar & Grill Inc","Aiden Zimmerman",5.11,63.87
1285,4,"105414","Bennigan's","Aiden Zimmerman",5.54,42.64
1286,5,"122512","Jovan's Lounge Ltd","Gemma Montoya",2.12,53.05
1287,5,"191321","Tweed's Pub Restaurant","Gemma Montoya",5.56,111.24
1288,2,"181343","40 Watt Club","Gemma Montoya",0.02,1.73
1289,5,"204942","Benihana","Gemma Montoya",14.81,113.89
1290,6,"232929","Star Tavern & Pizzeria","Gemma Montoya",15.27,101.83
1291,3,"205150","Friendly's","Aleah Huang",1.21,121.05
1292,3,"015216","Jovan's Lounge Ltd","Aleah Huang",2.7,27.01
1293,5,"114122","Jovan's Lounge Ltd","Aleah Huang",2.5,31.28
1294,7,"214602","N V Penthouse Lounge","Aleah Huang",3.22,80.53
1295,5,"181704","Cork Town Tavern","Aleah Huang",11.96,99.64
1296,1,"162954","Dave & Buster's","Stephany Fernandez",5.88,39.19
1297,3,"181236","Dave & Buster's","Stephany Fernandez",2.45,24.45
1298,1,"175040","Dave & Buster's","Stephany Fernandez",14.27,118.9
1299,6,"143457","Xtc Cabaret","Stephany Fernandez",1.87,46.64
1300,2,"160547","Dave & Buster's","Stephany Fernandez",1.04,14.87
1301,5,"232840","Monopole Restaurant","Joanna Mcguire",1.74,19.29
1302,5,"221155","J R's Bar & Grill Inc","Joanna Mcguire",6.57,109.51
1303,2,"175317","Outback Steakhouse","Joanna Mcguire",4.32,108.11
1304,2,"024024","Outback Steakhouse","Joanna Mcguire",3.43,24.5
1305,6,"204456","Old Capitol Brew Works","Joanna Mcguire",5.7,57.03
1306,4,"192426","Benihana","Noah Avila",1.02,33.96
1307,6,"133644","Waffle House","Noah Avila",7.77,77.66
1308,6,"162810","Jungle Restaurant-Fat Cat's","Noah Avila",0.3,14.93
1309,6,"192614","Jungle Restaurant-Fat Cat's","Noah Avila",5.76,38.37
1310,2,"222659","YUMIS SUSHI BAR","Noah Avila",21.46,214.6
1311,5,"203331","Big Shots Sports Bar & Grill","Kaylin Evans",1.64,11.73
1312,1,"034214","California Pizza Kitchen","Kaylin Evans",26.1,217.53
1313,4,"114807","Famous Dave's","Kaylin Evans",3.45,24.64
1314,1,"204044","Firefly Club","Kaylin Evans",0.63,62.98
1315,6,"171701","T.G.I. Friday's","Kaylin Evans",9.01,75.05
1316,5,"024513","The Cheesecake Factory","Declan Crosby",0.46,22.98
1317,1,"162247","Maria C. Estabil","Declan Crosby",5.71,43.92
1318,2,"162534","Milo's Sports Tavern","Declan Crosby",13.25,101.89
1319,3,"140506","Apple Inn","Declan Crosby",5.05,42.1
1320,1,"180925","D & J Web Solutions","Declan Crosby",0.0,167.96
1321,7,"110748","BJ's Restaurant & Brewery","Jazmin Figueroa",10.32,114.63
1322,2,"230830","Pizza Shoppe","Jazmin Figueroa",0.0,66.43
1323,1,"172730","Round-Up Saloon","Jazmin Figueroa",7.75,110.76
1324,2,"083054","Hilltop Tavern","Jazmin Figueroa",10.0,83.35
1325,7,"135027","Rainforest Cafe","Jazmin Figueroa",0.73,36.27
1326,1,"190749","Daddy's","Jessica Booth",13.77,98.39
1327,4,"202443","Daddy's","Jessica Booth",5.48,49.79
1328,7,"135320","Planet Hollywood","Jessica Booth",2.89,41.32
1329,3,"223400","Toc Bar","Jessica Booth",0.96,95.53
1330,7,"184308","Daddy's","Jessica Booth",9.49,63.25
1331,2,"230916","Hard Rock Cafe","Alejandra Hahn",1.94,14.93
1332,4,"005348","Hard Rock Cafe","Alejandra Hahn",2.3,25.57
1333,2,"013813","Hard Rock Cafe","Alejandra Hahn",3.41,37.88
1334,6,"010657","Hard Rock Cafe","Alejandra Hahn",10.87,83.58
1335,3,"000640","Jungle Restaurant-Fat Cat's","Alejandra Hahn",1.76,12.56
1336,3,"182011","Jekyll & Hydes","Devyn Dawson",12.48,138.63
1337,4,"061159","Mulligan's Pub","Devyn Dawson",0.89,6.37
1338,2,"152616","Jekyll & Hydes","Devyn Dawson",2.4,119.9
1339,6,"083013","Mulligan's Pub","Devyn Dawson",2.79,69.84
1340,2,"074150","Mulligan's Pub","Devyn Dawson",9.81,75.48
1341,5,"212913","Jake's Old City Grill","Lorelai Holden",7.41,67.39
1342,1,"004001","Park Tavern Lounge & Lanes","Lorelai Holden",0.0,22.54
1343,6,"224243","Charles A. Meyer","Lorelai Holden",3.14,62.89
1344,6,"134611","Park Tavern Lounge & Lanes","Lorelai Holden",5.67,94.52
1345,7,"192652","Charles A. Meyer","Lorelai Holden",6.5,92.79
1346,4,"191438","The Cheesecake Factory","Isabella Lamb",0.5,16.62
1347,3,"183944","Saturn","Isabella Lamb",0.0,22.06
1348,7,"224726","Tradesman Tavern Inc","Isabella Lamb",0.35,11.72
1349,2,"014513","Saturn","Isabella Lamb",16.91,169.05
1350,3,"132027","Famous Dave's","Isabella Lamb",1.61,11.5
1351,3,"103543","Caledonia Lounge","Shamar Johnston",13.67,136.69
1352,6,"073257","World Beer Direct","Shamar Johnston",6.45,53.72
1353,1,"223324","Caledonia Lounge","Shamar Johnston",9.51,79.28
1354,1,"161155","Gold Hawk","Shamar Johnston",1.62,20.22
1355,4,"151145","Caledonia Lounge","Shamar Johnston",20.27,135.16
1356,1,"232251","Rainforest Cafe","Whitney Clarke",5.62,70.3
1357,5,"005540","Rainforest Cafe","Whitney Clarke",6.28,125.58
1358,5,"212224","Hooters","Whitney Clarke",5.81,38.7
1359,3,"211313","Hooters","Whitney Clarke",6.64,73.8
1360,5,"165126","Pei Wei Asian Diner","Whitney Clarke",3.51,23.38
1361,4,"185320","Wolfs Tavern","Bridget Marquez",13.65,104.97
1362,6,"225207","Kroc's","Bridget Marquez",2.6,18.58
1363,7,"183219","New West","Bridget Marquez",0.06,6.38
1364,1,"191134","Kroc's","Bridget Marquez",0.92,92.05
1365,3,"212213","New West","Bridget Marquez",0.0,3.93
1366,2,"205031","New West","Travis Harmon",0.43,21.67
1367,2,"014749","Park Tavern Lounge & Lanes","Travis Harmon",0.0,94.52
1368,7,"212247","New West","Travis Harmon",0.34,34.45
1369,3,"121907","Dave & Buster's","Travis Harmon",5.95,99.1
1370,1,"090917","Park Tavern Lounge & Lanes","Travis Harmon",4.41,73.58
1371,2,"134725","Double Down Saloon","Nylah Bentley",0.0,63.27
1372,7,"191158","New Orleans Original Daiquiris","Nylah Bentley",1.33,26.56
1373,6,"165242","Double Down Saloon","Nylah Bentley",0.14,6.98
1374,7,"172818","New West","Nylah Bentley",0.32,32.32
1375,3,"084304","World Beer Direct","Nylah Bentley",3.19,63.84
1376,7,"203524","Lone Star Athletic Football Club","Sylvia Randall",6.56,59.64
1377,2,"222229","Charlie Brown's Steakhouse","Sylvia Randall",8.63,95.88
1378,5,"160851","Ruby Tuesday","Sylvia Randall",3.41,85.16
1379,2,"163216","Maria C. Estabil","Sylvia Randall",6.62,73.54
1380,6,"152936","Johnny Mac's Scoreboard","Sylvia Randall",2.99,21.38
1381,7,"134957","Downtown Lounge","Keaton Greer",6.37,53.09
1382,5,"033519","Casino El Camino Bar & Grill","Keaton Greer",0.32,3.16
1383,3,"220921","Star Tavern & Pizzeria","Keaton Greer",10.65,106.49
1384,2,"205244","Star Tavern & Pizzeria","Keaton Greer",0.83,13.85
1385,2,"212016","Dixie Taverne","Keaton Greer",4.73,78.77
1386,7,"001831","Shanahan's Lafayette","Londyn Hancock",0.0,130.91
1387,3,"183858","Arlene's","Londyn Hancock",6.29,69.87
1388,6,"002801","Shanahan's Lafayette","Londyn Hancock",2.13,106.29
1389,3,"203633","Shanahan's Lafayette","Londyn Hancock",0.45,7.44
1390,5,"003700","Shanahan's Lafayette","Londyn Hancock",3.99,66.55
1391,1,"225445","Schileens Pub","Izabella Gay",0.0,50.97
1392,1,"232342","Schileens Pub","Izabella Gay",3.92,97.92
1393,5,"211842","Schileens Pub","Izabella Gay",3.87,32.29
1394,6,"195332","Old Country Buffet","Izabella Gay",5.35,133.86
1395,5,"194119","Sinners Gentlemen's Club","Izabella Gay",2.68,89.25
1396,4,"211522","Champions Sports Bar","Keon West",10.68,82.12
1397,2,"173705","Champions Sports Bar","Keon West",0.0,64.05
1398,4,"001630","Phebe's","Keon West",9.1,70.0
1399,5,"173022","Phebe's","Keon West",7.24,48.24
1400,2,"154123","Champions Sports Bar","Keon West",1.22,10.15
1401,4,"202155","Crowe Bar","Ari Coffey",0.24,23.67
1402,5,"062357","Don & Herb's Inc","Ari Coffey",1.04,52.06
1403,2,"060711","Don & Herb's Inc","Ari Coffey",10.75,89.61
1404,2,"095457","Don & Herb's Inc","Ari Coffey",1.19,29.81
1405,2,"033521","Crowe Bar","Ari Coffey",9.12,82.95
1406,4,"121928","Caledonia Lounge","Julianne Thomas",14.11,156.82
1407,4,"141259","Caledonia Lounge","Julianne Thomas",0.42,21.25
1408,1,"214424","N V Penthouse Lounge","Julianne Thomas",0.0,6.37
1409,2,"172840","Caledonia Lounge","Julianne Thomas",5.21,65.08
1410,1,"205006","N V Penthouse Lounge","Julianne Thomas",6.67,47.64
1411,2,"144321","Jake's Grill","Shelby Stewart",0.0,86.03
1412,4,"175026","Steak 'n Shake","Shelby Stewart",1.24,123.95
1413,3,"155325","Jake's Grill","Shelby Stewart",0.0,136.5
1414,5,"182338","The Osthelder Saloon","Shelby Stewart",3.06,43.7
1415,6,"181719","Steak 'n Shake","Shelby Stewart",14.05,93.65
1416,1,"121026","Jonathan's Restaurant","Abram Rodriguez",1.88,62.77
1417,5,"082354","Chris Cocallas","Abram Rodriguez",0.54,18.14
1418,6,"194325","Friendly's","Abram Rodriguez",10.08,72.0
1419,2,"145243","Chris Cocallas","Abram Rodriguez",0.16,3.28
1420,7,"122854","Jonathan's Restaurant","Abram Rodriguez",4.16,41.57
1421,4,"232232","On the Border Mexican Grill & Cantina","Khalil Boyle",0.95,47.53
1422,1,"162717","Linda's","Khalil Boyle",8.7,108.8
1423,1,"211841","Basement","Khalil Boyle",8.75,72.9
1424,5,"114518","Downtown Lounge","Khalil Boyle",4.56,38.0
1425,5,"232918","Applebee's","Khalil Boyle",11.34,161.94
1426,6,"144237","Hotshots Sports Bar & Grill","Kaelyn Wells",7.11,118.49
1427,1,"081805","Bluepoint Sage Cafe","Kaelyn Wells",13.2,94.27
1428,6,"081201","Hotshots Sports Bar & Grill","Kaelyn Wells",1.15,19.21
1429,6,"201510","Red Robin","Kaelyn Wells",11.91,148.86
1430,7,"145047","Bluepoint Sage Cafe","Kaelyn Wells",2.82,40.3
1431,2,"140906","Village Inn","Raina Singleton",11.8,78.69
1432,4,"225350","Village Inn","Raina Singleton",0.16,1.13
1433,2,"123757","Denny's","Raina Singleton",2.06,102.96
1434,4,"122317","Denny's","Raina Singleton",7.56,94.53
1435,7,"101406","Ground Round","Raina Singleton",8.08,57.71
1436,3,"192231","Shank's Tavern","Kane Todd",0.51,51.35
1437,2,"162617","Boynton Restaurant & Spirits","Kane Todd",2.05,51.2
1438,7,"192805","New Orleans Original Daiquiris","Kane Todd",3.13,52.12
1439,7,"234950","Black Angus Steakhouse","Kane Todd",0.95,23.76
1440,7,"162021","Club 101","Kane Todd",4.17,83.35
1441,2,"221711","Station","Zoey Lyons",1.13,10.29
1442,1,"215530","Station","Zoey Lyons",0.2,6.77
1443,7,"080530","Mulligan's Pub","Zoey Lyons",2.35,78.35
1444,6,"222918","Lone Star Athletic Football Club","Zoey Lyons",0.81,40.62
1445,5,"100554","Round-Up Saloon","Zoey Lyons",1.95,64.84
1446,7,"184117","Big Shots Sports Bar & Grill","Andreas Le",5.2,34.64
1447,2,"201152","Big Shots Sports Bar & Grill","Andreas Le",0.78,8.68
1448,1,"233354","Tryst Lounge","Andreas Le",1.59,17.7
1449,5,"204503","The Cheesecake Factory","Andreas Le",4.0,28.58
1450,6,"093032","Perkins Restaurant and Bakery","Andreas Le",9.05,90.47
1451,3,"001642","Applebee's","Eugene Chase",2.84,70.91
1452,5,"193824","Spot On The Alley","Eugene Chase",10.1,126.23
1453,6,"171916","Spot On The Alley","Eugene Chase",12.15,86.8
1454,5,"233759","Applebee's","Eugene Chase",9.51,67.92
1455,2,"220651","New West","Eugene Chase",0.9,12.79
1456,3,"152027","Jonathan's Restaurant","Nola Potter",1.59,31.89
1457,4,"200548","Black Angus Steakhouse","Nola Potter",1.63,14.81
1458,1,"145422","Black-eyed Pea","Nola Potter",2.22,55.55
1459,2,"173531","Black Angus Steakhouse","Nola Potter",9.62,120.23
1460,3,"214619","Black Angus Steakhouse","Nola Potter",16.48,149.85
1461,3,"092950","Pei Wei Asian Diner","Jayden Arias",0.67,67.02
1462,3,"204016","Arena","Jayden Arias",9.2,70.79
1463,7,"155535","Arena","Jayden Arias",2.51,35.79
1464,5,"200831","Arena","Jayden Arias",11.15,74.31
1465,1,"163632","Arena","Jayden Arias",1.52,75.8
1466,2,"150959","Boynton Restaurant & Spirits","Alexander Guzman",0.0,4.18
1467,5,"181401","Boynton Restaurant & Spirits","Alexander Guzman",2.94,58.79
1468,7,"195247","Tweed's Pub Restaurant","Alexander Guzman",7.2,90.01
1469,5,"193023","Tweed's Pub Restaurant","Alexander Guzman",3.15,35.03
1470,4,"232049","Boynton Restaurant & Spirits","Alexander Guzman",5.6,37.34
1471,4,"184646","Gold Hawk","Madelyn Watson",2.29,38.16
1472,6,"102629","Wibs","Madelyn Watson",1.29,25.7
1473,6,"134902","Wibs","Madelyn Watson",0.32,6.37
1474,1,"073735","Wibs","Madelyn Watson",0.38,18.76
1475,3,"143113","Wibs","Madelyn Watson",6.29,44.92
1476,6,"211157","Dixie Taverne","Yosef Cowan",0.0,26.86
1477,7,"203257","Dixie Taverne","Yosef Cowan",0.11,11.31
1478,4,"213500","Sinners Gentlemen's Club","Yosef Cowan",0.0,92.66
1479,5,"001702","Charlie Brown's Steakhouse","Yosef Cowan",0.75,74.89
1480,1,"204419","Charlie Brown's Steakhouse","Yosef Cowan",0.0,63.78
1481,6,"142212","Dejavu Nightclub","Samir Rocha",4.1,29.29
1482,6,"203241","Twin Peeks","Samir Rocha",5.61,40.1
1483,3,"212205","Dejavu Nightclub","Samir Rocha",12.65,90.38
1484,7,"234811","Tradesman Tavern Inc","Samir Rocha",9.33,116.68
1485,3,"220804","Dejavu Nightclub","Samir Rocha",13.1,93.54
1486,1,"134529","Jekyll & Hydes","Joaquin Conley",2.22,36.96
1487,3,"172059","Kesler Sports Bar & Grill","Joaquin Conley",5.48,54.78
1488,4,"150954","Romano's Macaroni Grill","Joaquin Conley",0.81,13.44
1489,7,"063814","Mulligan's Pub","Joaquin Conley",0.0,59.2
1490,2,"121556","Romano's Macaroni Grill","Joaquin Conley",13.8,125.45
1491,3,"115212","Ivar's Sports Bar & Grill","Jerome Butler",5.36,41.25
1492,6,"121150","Ivar's Sports Bar & Grill","Jerome Butler",0.69,5.29
1493,2,"171216","Ivar's Sports Bar & Grill","Jerome Butler",2.33,17.93
1494,4,"212021","Off Broadway","Jerome Butler",7.39,105.5
1495,4,"112055","Ivar's Sports Bar & Grill","Jerome Butler",3.05,38.08
1496,7,"153259","Worldwide Wine Services","Jase Zhang",3.6,27.71
1497,3,"205529","Lone Star Athletic Football Club","Jase Zhang",0.57,28.53
1498,7,"210832","Lone Star Athletic Football Club","Jase Zhang",1.98,33.07
1499,1,"193256","Iron Post","Jase Zhang",7.14,79.35
1500,7,"191853","Carrabba's Italian Grill","Jase Zhang",2.8,31.12
1501,2,"173434","Rocket","Marshall Leach",2.89,41.31
1502,5,"111259","Perkins Restaurant and Bakery","Marshall Leach",0.77,38.58
1503,3,"183352","Tryst Lounge","Marshall Leach",0.19,6.37
1504,7,"123019","Milo's Sports Tavern","Marshall Leach",6.72,44.78
1505,5,"104228","Perkins Restaurant and Bakery","Marshall Leach",6.21,77.62
1506,5,"181309","Hooters","Bria Banks",10.2,78.45
1507,1,"175356","Señor Frog's","Bria Banks",5.38,35.86
1508,3,"214705","Rainforest Cafe","Bria Banks",12.22,87.27
1509,6,"230825","Rainforest Cafe","Bria Banks",3.27,32.66
1510,5,"113047","Hurricane Alley","Bria Banks",1.14,57.18
1511,2,"224756","Double Down Saloon","Eileen Mcdonald",8.23,63.27
1512,5,"010656","Planet Hollywood","Eileen Mcdonald",13.05,118.61
1513,5,"212258","The Old Spaghetti Factory","Eileen Mcdonald",2.09,52.17
1514,3,"101007","Grey Lounge","Eileen Mcdonald",6.19,68.73
1515,3,"224348","Hurricane Alley","Eileen Mcdonald",11.1,85.36
1516,1,"230525","Sinners Gentlemen's Club","Skylar Estrada",2.26,32.28
1517,7,"203102","Sinners Gentlemen's Club","Skylar Estrada",2.24,74.8
1518,6,"230640","Dick's Last Resort","Skylar Estrada",2.52,63.02
1519,2,"161457","Dick's Last Resort","Skylar Estrada",14.59,112.26
1520,3,"213214","Ivar's Sports Bar & Grill","Skylar Estrada",3.62,60.26
1521,5,"073832","Park Tavern Lounge & Lanes","Laci Underwood",7.14,89.23
1522,6,"005125","Park Tavern Lounge & Lanes","Laci Underwood",3.25,46.43
1523,2,"191322","Karma Lounge Ltd","Laci Underwood",5.65,37.66
1524,4,"231337","Comedy Cellar","Laci Underwood",3.03,33.71
1525,1,"194230","Park Tavern Lounge & Lanes","Laci Underwood",0.6,14.93
1526,7,"154601","Boston Market","David Bryan",8.75,62.52
1527,4,"212013","Caledonia Lounge","David Bryan",12.25,122.52
1528,1,"213858","Shank's Tavern","David Bryan",0.0,72.7
1529,7,"164554","Wibs","David Bryan",0.79,26.25
1530,3,"131838","Rocket","David Bryan",2.55,31.89
1531,6,"115223","C C Slaughters Restaurant","Lilyana Freeman",4.1,37.3
1532,3,"172135","Sizzler","Lilyana Freeman",5.58,42.92
1533,5,"082402","World Beer Direct","Lilyana Freeman",4.89,32.59
1534,4,"161114","C C Slaughters Restaurant","Lilyana Freeman",3.74,124.72
1535,7,"073342","World Beer Direct","Lilyana Freeman",8.38,59.86
1536,6,"194206","Arlene's","Jaydon Krause",8.44,56.26
1537,4,"171804","Sugarbush Tavern","Jaydon Krause",0.0,80.0
1538,7,"232446","Joe's Crab Shack","Jaydon Krause",9.67,87.93
1539,6,"154556","Chris Cocallas","Jaydon Krause",8.67,78.79
1540,4,"000929","Joe's Crab Shack","Jaydon Krause",7.15,89.39
1541,4,"234154","Applebee's","Sophia Lozano",15.43,118.71
1542,5,"193014","Sinners Gentlemen's Club","Sophia Lozano",2.3,38.34
1543,5,"123330","Downtown Lounge","Sophia Lozano",0.06,3.16
1544,6,"232239","On the Border Mexican Grill & Cantina","Sophia Lozano",2.02,20.17
1545,3,"215449","Sinners Gentlemen's Club","Sophia Lozano",3.71,92.66
1546,6,"211239","Rainforest Cafe","Kamren Payne",17.58,125.58
1547,2,"214109","Big Al's","Kamren Payne",2.23,27.89
1548,1,"235210","Pizza Shoppe","Kamren Payne",5.03,38.71
1549,4,"222354","Rainforest Cafe","Kamren Payne",17.58,125.58
1550,5,"001417","Rainforest Cafe","Kamren Payne",9.77,108.56
1551,3,"170750","Johnny Rockets","Guadalupe Chung",6.07,121.35
1552,7,"172619","Hilltop Tavern","Guadalupe Chung",3.23,107.58
1553,5,"122303","Jonathan's Restaurant","Guadalupe Chung",2.27,75.55
1554,3,"122238","Jonathan's Restaurant","Guadalupe Chung",0.9,44.84
1555,2,"145501","Jonathan's Restaurant","Guadalupe Chung",2.22,20.22
1556,3,"204921","Benihana","Ramiro Watkins",2.61,37.29
1557,7,"193355","Improper Bostonian","Ramiro Watkins",4.54,75.7
1558,7,"155544","Town & Country","Ramiro Watkins",0.52,51.65
1559,5,"224606","Double Olive Lounge","Ramiro Watkins",4.07,50.91
1560,4,"195027","Benihana","Ramiro Watkins",2.55,16.97
1561,3,"211811","Schileens Pub","Lizbeth Terry",7.83,97.92
1562,7,"134755","Johnny Mac's Scoreboard","Lizbeth Terry",3.86,38.63
1563,7,"232632","Monopole Restaurant","Lizbeth Terry",11.87,118.67
1564,4,"100639","Schileens Pub","Lizbeth Terry",0.68,22.68
1565,1,"172830","Friendly's","Lizbeth Terry",5.5,49.98
1566,2,"102502","Big Boy","Samson Nicholson",8.8,88.02
1567,1,"135341","Sportsman","Samson Nicholson",2.45,27.27
1568,2,"142831","Dejavu Nightclub","Samson Nicholson",3.63,72.66
1569,2,"114755","Round-Up Saloon","Samson Nicholson",5.91,84.47
1570,2,"164437","Casino El Camino Bar & Grill","Samson Nicholson",0.3,30.24
1571,4,"170653","The Old Spaghetti Factory","Taylor Cook",3.39,33.92
1572,2,"205045","Shank's Tavern","Taylor Cook",4.36,72.7
1573,7,"121441","Perkins Restaurant and Bakery","Taylor Cook",8.31,69.21
1574,4,"222637","T.G.I. Friday's","Taylor Cook",1.03,8.57
1575,5,"160627","Rocket","Taylor Cook",0.5,49.68
1576,5,"151031","Pivots Beach Club","Brodie Nunez",5.76,82.33
1577,4,"184027","Club Paragon","Brodie Nunez",1.28,21.34
1578,6,"151620","Pivots Beach Club","Brodie Nunez",0.55,11.07
1579,4,"123259","Club Paragon","Brodie Nunez",1.03,102.75
