trans_id,day,time,date,bar,drinker,tip,total
1201,6,20:38:16,"2017-01-06 20:38:16","Romano's Macaroni Grill","Hayden Hardy",16.73,152.09
1202,3,22:27:19,"2016-03-08 22:27:19","Romano's Macaroni Grill","Hayden Hardy",10.33,93.91
1203,3,17:48:19,"2017-09-19 17:48:19","Romano's Macaroni Grill","Hayden Hardy",10.19,92.68
1204,2,22:25:08,"2016-03-21 22:25:08","Romano's Macaroni Grill","Hayden Hardy",7.5,93.75
1205,5,21:26:52,"2016-11-03 21:26:52","Romano's Macaroni Grill","Hayden Hardy",5.91,118.12
1206,2,16:05:26,"2017-08-14 16:05:26","Round-Up Saloon","Hayden Hardy",4.64,51.52
1207,3,18:31:26,"2016-06-28 18:31:26","Round-Up Saloon","Hayden Hardy",6.31,63.13
1208,5,18:05:31,"2016-11-17 18:05:31","Round-Up Saloon","Hayden Hardy",1.88,37.64
1209,5,22:22:34,"2017-08-03 22:22:34","Romano's Macaroni Grill","Hayden Hardy",11.39,126.53
1210,6,17:07:34,"2016-06-17 17:07:34","Round-Up Saloon","Hayden Hardy",5.42,54.16
1211,3,12:37:55,"2016-02-16 12:37:55","Romano's Macaroni Grill","Hayden Hardy",1.58,10.55
1212,2,20:30:22,"2016-01-04 20:30:22","Romano's Macaroni Grill","Hayden Hardy",6.56,109.31
1213,4,19:45:11,"2016-10-26 19:45:11","Romano's Macaroni Grill","Hayden Hardy",5.36,38.26
1214,6,19:34:20,"2016-10-07 19:34:20","Round-Up Saloon","Hayden Hardy",0.47,47.38
1215,3,13:33:07,"2016-08-16 13:33:07","Round-Up Saloon","Hayden Hardy",1.55,51.52
1216,6,22:18:20,"2017-09-15 22:18:20","Romano's Macaroni Grill","Hayden Hardy",5.18,51.77
1217,1,15:10:40,"2017-11-12 15:10:40","Mulligan's Pub","Hayden Hardy",0.1,3.17
1218,1,10:37:00,"2017-05-07 10:37:00","Romano's Macaroni Grill","Hayden Hardy",12.44,103.65
1219,4,08:34:30,"2017-05-03 08:34:30","Mulligan's Pub","Hayden Hardy",3.03,75.73
1220,7,17:40:10,"2017-12-16 17:40:10","Mulligan's Pub","Hayden Hardy",3.68,30.64
1221,1,10:35:55,"2016-03-27 10:35:55","Daddy-O's","Pamela Hobbs",3.21,26.72
1222,2,06:06:44,"2016-08-08 06:06:44","Barrister S Euro Tavern;","Pamela Hobbs",10.35,69.02
1223,2,07:53:33,"2016-07-18 07:53:33","Daddy-O's","Pamela Hobbs",2.45,49.08
1224,5,22:05:33,"2017-07-27 22:05:33","Señor Frog's","Pamela Hobbs",6.54,109.04
1225,4,18:48:00,"2017-11-22 18:48:00","Iron Post","Pamela Hobbs",4.72,94.41
1226,7,07:35:33,"2017-07-01 07:35:33","Barrister S Euro Tavern;","Pamela Hobbs",4.96,33.06
1227,3,22:44:09,"2017-03-14 22:44:09","Señor Frog's","Pamela Hobbs",5.71,95.24
1228,6,17:06:30,"2016-09-16 17:06:30","Boston Pizza","Pamela Hobbs",12.51,178.74
1229,5,23:08:28,"2017-06-01 23:08:28","Iron Post","Pamela Hobbs",6.94,57.8
1230,1,17:40:38,"2016-02-07 17:40:38","Boston Pizza","Pamela Hobbs",7.56,107.94
1231,3,21:23:54,"2017-10-24 21:23:54","Boston Pizza","Pamela Hobbs",15.0,107.11
1232,6,21:54:54,"2017-06-30 21:54:54","Kainoa's Sports Bar & Restrnt","Pamela Hobbs",5.85,73.18
1233,1,07:35:34,"2017-02-26 07:35:34","Barrister S Euro Tavern;","Pamela Hobbs",1.11,8.51
1234,4,21:36:54,"2016-05-25 21:36:54","Iron Post","Pamela Hobbs",11.03,100.26
1235,2,00:37:55,"2017-12-04 00:37:55","Kainoa's Sports Bar & Restrnt","Pamela Hobbs",1.35,16.93
1236,3,10:50:29,"2016-03-01 10:50:29","Barrister S Euro Tavern;","Pamela Hobbs",1.15,57.68
1237,4,10:54:34,"2016-02-17 10:54:34","Bluepoint Sage Cafe","Pamela Hobbs",0.5,49.76
1238,3,20:13:10,"2016-07-26 20:13:10","Iron Post","Pamela Hobbs",3.16,39.49
1239,3,23:30:52,"2017-07-04 23:30:52","Daddy-O's","Pamela Hobbs",7.67,95.93
1240,6,19:19:59,"2017-01-06 19:19:59","Iron Post","Pamela Hobbs",0.32,32.05
1241,6,14:40:31,"2017-04-07 14:40:31","Gay Nineties Theatre Cafe","Haylie Munoz",2.53,25.29
1242,6,10:53:33,"2016-07-15 10:53:33","The Original Pancake House","Haylie Munoz",1.93,32.16
1243,2,14:06:53,"2017-02-20 14:06:53","Paradise City","Haylie Munoz",15.76,143.23
1244,5,16:48:36,"2017-08-03 16:48:36","Wellhead Restaurant-Brew Pub","Haylie Munoz",3.73,62.19
1245,2,15:46:08,"2016-02-01 15:46:08","Wellhead Restaurant-Brew Pub","Haylie Munoz",6.51,81.39
1246,4,00:39:23,"2016-05-18 00:39:23","Jack's Place","Haylie Munoz",0.0,6.02
1247,1,17:29:46,"2017-06-04 17:29:46","War Room","Haylie Munoz",1.84,14.17
1248,5,17:25:31,"2016-06-23 17:25:31","Gay Nineties Theatre Cafe","Haylie Munoz",6.14,40.91
1249,1,16:23:27,"2017-12-31 16:23:27","Arena","Haylie Munoz",1.22,13.58
1250,3,15:05:58,"2017-09-19 15:05:58","Gay Nineties Theatre Cafe","Haylie Munoz",17.56,125.45
1251,5,20:17:47,"2017-04-27 20:17:47","Wellhead Restaurant-Brew Pub","Haylie Munoz",2.1,52.61
1252,5,18:14:34,"2017-06-29 18:14:34","Gay Nineties Theatre Cafe","Haylie Munoz",12.87,107.24
1253,3,13:16:06,"2017-05-16 13:16:06","Paradise City","Haylie Munoz",5.5,78.61
1254,5,12:33:59,"2017-03-23 12:33:59","The Original Pancake House","Haylie Munoz",1.87,13.38
1255,7,23:13:17,"2017-09-30 23:13:17","Waffle House","Haylie Munoz",4.79,34.21
1256,7,12:38:53,"2017-03-18 12:38:53","Wellhead Restaurant-Brew Pub","Haylie Munoz",4.47,37.29
1257,1,22:28:17,"2017-12-31 22:28:17","War Room","Haylie Munoz",1.26,31.38
1258,2,12:44:25,"2017-04-10 12:44:25","Paradise City","Haylie Munoz",3.75,187.29
1259,2,21:13:48,"2016-08-22 21:13:48","Arena","Haylie Munoz",0.81,40.29
1260,7,18:24:36,"2016-05-21 18:24:36","Arena","Haylie Munoz",2.59,19.94
1261,6,08:37:04,"2016-09-02 08:37:04","Vault Night Club","Madalynn Flores",0.0,111.83
1262,6,19:48:28,"2016-07-29 19:48:28","P. F. Chang's China Bistro","Madalynn Flores",2.01,14.39
1263,7,09:42:56,"2017-07-08 09:42:56","Hilltop Tavern","Madalynn Flores",14.15,94.32
1264,3,19:10:32,"2016-11-22 19:10:32","P. F. Chang's China Bistro","Madalynn Flores",2.14,106.88
1265,5,18:31:45,"2017-01-26 18:31:45","Texas Roadhouse","Madalynn Flores",4.29,42.92
1266,2,12:36:12,"2017-05-29 12:36:12","Vault Night Club","Madalynn Flores",4.42,40.22
1267,6,18:14:10,"2016-05-20 18:14:10","Applebee's","Madalynn Flores",5.23,40.25
1268,5,15:29:09,"2016-12-08 15:29:09","J R's Last Laugh Comedy Club","Madalynn Flores",3.41,42.65
1269,4,00:46:09,"2017-11-08 00:46:09","Vault Night Club","Madalynn Flores",0.56,28.07
1270,1,22:30:45,"2016-07-03 22:30:45","Vault Night Club","Madalynn Flores",0.0,57.02
1271,3,15:44:14,"2016-03-08 15:44:14","Texas Roadhouse","Madalynn Flores",4.71,67.23
1272,7,18:30:52,"2017-04-08 18:30:52","J R's Last Laugh Comedy Club","Madalynn Flores",0.77,12.79
1273,7,16:16:13,"2016-02-06 16:16:13","P. F. Chang's China Bistro","Madalynn Flores",1.05,52.34
1274,4,20:50:19,"2017-08-16 20:50:19","P. F. Chang's China Bistro","Madalynn Flores",4.39,54.83
1275,2,11:11:04,"2016-01-11 11:11:04","Hilltop Tavern","Madalynn Flores",1.34,44.63
1276,5,16:40:17,"2016-04-07 16:40:17","Texas Roadhouse","Madalynn Flores",1.02,6.78
1277,6,14:09:24,"2016-01-08 14:09:24","J R's Last Laugh Comedy Club","Madalynn Flores",1.81,60.18
1278,2,14:27:23,"2017-05-15 14:27:23","Texas Roadhouse","Madalynn Flores",0.19,3.15
1279,1,07:37:11,"2016-12-04 07:37:11","Hilltop Tavern","Madalynn Flores",1.36,67.99
1280,2,08:06:12,"2016-09-19 08:06:12","Hilltop Tavern","Madalynn Flores",0.21,3.05
1281,3,20:12:44,"2017-03-28 20:12:44","Wolfs Tavern","Heaven Miles",4.62,51.34
1282,7,18:42:49,"2016-03-05 18:42:49","Wolfs Tavern","Heaven Miles",3.28,27.37
1283,5,22:24:31,"2016-08-25 22:24:31","Dillinger's Inc","Heaven Miles",1.0,8.36
1284,3,21:06:46,"2016-06-14 21:06:46","Wolfs Tavern","Heaven Miles",3.21,40.16
1285,7,20:09:20,"2016-01-30 20:09:20","Wolfs Tavern","Heaven Miles",2.69,44.78
1286,4,20:48:12,"2017-07-19 20:48:12","Wolfs Tavern","Heaven Miles",2.41,26.78
1287,1,13:37:33,"2017-04-02 13:37:33","LongHorn Steakhouse","Heaven Miles",1.25,31.14
1288,7,21:51:57,"2017-10-14 21:51:57","Wolfs Tavern","Heaven Miles",1.37,27.37
1289,4,13:55:18,"2017-08-02 13:55:18","LongHorn Steakhouse","Heaven Miles",0.0,30.21
1290,6,14:38:16,"2016-04-01 14:38:16","LongHorn Steakhouse","Heaven Miles",0.0,32.63
1291,2,19:06:42,"2016-02-01 19:06:42","Wolfs Tavern","Heaven Miles",10.09,67.28
1292,4,23:23:32,"2016-09-28 23:23:32","Dillinger's Inc","Heaven Miles",0.64,31.94
1293,2,14:36:00,"2016-01-11 14:36:00","LongHorn Steakhouse","Heaven Miles",2.11,42.21
1294,4,14:54:47,"2017-08-16 14:54:47","LongHorn Steakhouse","Heaven Miles",3.34,27.87
1295,4,22:23:48,"2017-03-08 22:23:48","Dillinger's Inc","Heaven Miles",10.3,68.69
1296,2,09:54:34,"2017-08-21 09:54:34","LongHorn Steakhouse","Heaven Miles",0.8,39.78
1297,6,01:44:14,"2017-12-01 01:44:14","Dillinger's Inc","Heaven Miles",3.19,53.21
1298,5,19:26:28,"2017-09-14 19:26:28","Wolfs Tavern","Heaven Miles",12.08,109.78
1299,4,18:20:34,"2017-03-22 18:20:34","Wolfs Tavern","Heaven Miles",15.74,131.13
1300,7,15:09:14,"2016-07-23 15:09:14","LongHorn Steakhouse","Heaven Miles",2.53,36.16
1301,7,01:20:48,"2017-12-09 01:20:48","Kainoa's Sports Bar & Restrnt","Alonso Park",3.44,34.43
1302,7,18:46:34,"2017-09-09 18:46:34","T.G.I. Friday's","Alonso Park",0.0,48.79
1303,4,08:32:45,"2016-11-02 08:32:45","Rocket","Alonso Park",9.33,116.68
1304,4,07:51:18,"2017-03-22 07:51:18","New York Dolls","Alonso Park",8.72,67.06
1305,5,13:18:59,"2016-12-08 13:18:59","Big Shots Sports Bar & Grill","Alonso Park",5.21,47.36
1306,1,21:10:03,"2016-01-24 21:10:03","Firefly Club","Alonso Park",7.75,51.66
1307,2,07:21:53,"2016-08-08 07:21:53","New York Dolls","Alonso Park",2.84,141.76
1308,2,09:07:23,"2017-09-11 09:07:23","Rocket","Alonso Park",10.92,72.82
1309,7,17:39:18,"2017-11-11 17:39:18","T.G.I. Friday's","Alonso Park",7.68,76.84
1310,3,14:23:05,"2016-03-29 14:23:05","T.G.I. Friday's","Alonso Park",5.01,55.64
1311,2,02:55:45,"2016-07-04 02:55:45","Kainoa's Sports Bar & Restrnt","Alonso Park",0.19,19.15
1312,1,20:45:11,"2017-07-23 20:45:11","T.G.I. Friday's","Alonso Park",5.91,59.05
1313,3,21:18:48,"2016-09-13 21:18:48","Kainoa's Sports Bar & Restrnt","Alonso Park",5.9,49.17
1314,2,03:49:37,"2017-05-08 03:49:37","Kainoa's Sports Bar & Restrnt","Alonso Park",4.75,39.59
1315,2,01:48:41,"2016-11-21 01:48:41","T.G.I. Friday's","Alonso Park",0.0,51.62
1316,1,19:29:41,"2016-12-25 19:29:41","T.G.I. Friday's","Alonso Park",3.62,72.46
1317,4,03:18:04,"2016-09-28 03:18:04","Kainoa's Sports Bar & Restrnt","Alonso Park",7.33,81.39
1318,7,15:11:40,"2016-09-17 15:11:40","T.G.I. Friday's","Alonso Park",4.05,31.15
1319,5,00:53:21,"2016-08-11 00:53:21","T.G.I. Friday's","Alonso Park",1.5,11.56
1320,6,11:41:12,"2017-04-28 11:41:12","Rocket","Alonso Park",11.49,104.42
1321,7,16:34:32,"2016-01-16 16:34:32","P. F. Chang's China Bistro","Juliana Johns",22.33,148.89
1322,6,15:08:55,"2016-01-01 15:08:55","Paradise City","Juliana Johns",21.45,143.02
1323,5,15:29:24,"2016-09-08 15:29:24","Paradise City","Juliana Johns",2.21,220.61
1324,4,21:39:50,"2017-05-10 21:39:50","P. F. Chang's China Bistro","Juliana Johns",0.0,123.9
1325,2,19:41:32,"2017-07-31 19:41:32","Champions Sports Bar","Juliana Johns",0.56,6.97
1326,1,12:07:23,"2017-01-01 12:07:23","Champions Sports Bar","Juliana Johns",0.13,12.79
1327,2,20:41:06,"2016-07-04 20:41:06","P. F. Chang's China Bistro","Juliana Johns",1.14,113.63
1328,5,23:15:41,"2016-09-22 23:15:41","Champions Sports Bar","Juliana Johns",3.61,24.05
1329,3,20:35:22,"2017-03-28 20:35:22","Champions Sports Bar","Juliana Johns",1.05,7.52
1330,1,11:39:16,"2017-01-01 11:39:16","Paradise City","Juliana Johns",6.5,162.52
1331,5,19:41:22,"2016-12-15 19:41:22","Champions Sports Bar","Juliana Johns",1.33,33.35
1332,7,12:12:35,"2016-08-27 12:12:35","Champions Sports Bar","Juliana Johns",0.0,24.12
1333,6,19:17:06,"2016-01-01 19:17:06","P. F. Chang's China Bistro","Juliana Johns",4.88,97.69
1334,3,19:51:41,"2017-04-18 19:51:41","Champions Sports Bar","Juliana Johns",0.87,10.82
1335,3,15:45:02,"2017-10-17 15:45:02","Paradise City","Juliana Johns",0.64,21.35
1336,7,11:55:55,"2017-02-11 11:55:55","Champions Sports Bar","Juliana Johns",0.32,4.5
1337,3,18:06:19,"2016-11-08 18:06:19","Champions Sports Bar","Juliana Johns",7.21,51.47
1338,1,09:10:37,"2017-01-08 09:10:37","Champions Sports Bar","Juliana Johns",8.05,57.47
1339,4,16:46:28,"2017-03-29 16:46:28","P. F. Chang's China Bistro","Juliana Johns",0.54,54.44
1340,2,14:55:07,"2016-07-11 14:55:07","Champions Sports Bar","Juliana Johns",0.07,7.44
1341,6,13:41:04,"2016-01-01 13:41:04","Gay Nineties Theatre Cafe","Aubree Wright",5.86,117.14
1342,3,18:05:28,"2017-10-03 18:05:28","Stingers Sports Pub & Grill","Aubree Wright",2.4,16.0
1343,1,10:12:10,"2017-09-24 10:12:10","Buffalo Wild Wings","Aubree Wright",12.7,181.44
1344,2,16:40:06,"2016-01-18 16:40:06","Buffalo Wild Wings","Aubree Wright",2.69,53.87
1345,2,19:53:46,"2017-01-02 19:53:46","Buffalo Wild Wings","Aubree Wright",1.45,36.22
1346,4,11:21:45,"2017-05-24 11:21:45","Buffalo Wild Wings","Aubree Wright",1.66,12.79
1347,7,18:22:51,"2016-07-30 18:22:51","Gay Nineties Theatre Cafe","Aubree Wright",0.51,12.73
1348,3,22:54:57,"2017-11-21 22:54:57","Charlie Brown's Steakhouse","Aubree Wright",0.51,51.06
1349,6,14:39:35,"2016-11-18 14:39:35","Stingers Sports Pub & Grill","Aubree Wright",1.89,37.79
1350,2,15:36:35,"2016-06-06 15:36:35","Gay Nineties Theatre Cafe","Aubree Wright",5.53,42.56
1351,6,15:53:44,"2016-01-01 15:53:44","Buffalo Wild Wings","Aubree Wright",21.77,181.44
1352,2,08:44:33,"2016-07-04 08:44:33","Stingers Sports Pub & Grill","Aubree Wright",2.55,21.29
1353,1,12:31:44,"2017-02-05 12:31:44","Buffalo Wild Wings","Aubree Wright",9.07,181.44
1354,5,16:37:32,"2016-09-22 16:37:32","Buffalo Wild Wings","Aubree Wright",2.01,40.18
1355,3,14:48:38,"2017-04-25 14:48:38","Buffalo Wild Wings","Aubree Wright",10.89,181.44
1356,4,16:15:01,"2017-05-03 16:15:01","Charlie Brown's Steakhouse","Aubree Wright",6.35,63.5
1357,7,16:22:56,"2016-04-30 16:22:56","Stingers Sports Pub & Grill","Aubree Wright",1.13,37.79
1358,2,13:36:52,"2016-12-19 13:36:52","Gay Nineties Theatre Cafe","Aubree Wright",3.91,39.13
1359,6,16:46:16,"2016-02-19 16:46:16","Gay Nineties Theatre Cafe","Aubree Wright",9.39,78.23
1360,7,12:49:46,"2017-10-07 12:49:46","Charlie Brown's Steakhouse","Aubree Wright",1.81,60.2
1361,5,20:45:17,"2017-12-14 20:45:17","Sugarbush Tavern","Kelsie Coleman",1.16,11.56
1362,1,14:05:48,"2017-05-28 14:05:48","Ruby Tuesday","Kelsie Coleman",2.28,38.08
1363,1,23:52:15,"2016-01-31 23:52:15","Downtown Lounge","Kelsie Coleman",0.0,66.95
1364,1,20:37:19,"2016-01-03 20:37:19","Sugarbush Tavern","Kelsie Coleman",4.02,50.25
1365,1,19:12:12,"2016-04-10 19:12:12","Downtown Lounge","Kelsie Coleman",10.69,71.27
1366,3,16:43:02,"2017-07-25 16:43:02","Bottle & Cork","Kelsie Coleman",7.97,99.62
1367,1,21:17:31,"2017-11-19 21:17:31","Downtown Lounge","Kelsie Coleman",0.6,7.44
1368,4,18:31:43,"2017-06-07 18:31:43","Sizzler","Kelsie Coleman",0.13,4.23
1369,3,23:27:15,"2016-04-05 23:27:15","Downtown Lounge","Kelsie Coleman",2.84,25.82
1370,6,19:54:42,"2016-06-03 19:54:42","The Original Pancake House","Kelsie Coleman",4.75,47.51
1371,5,13:20:46,"2016-02-18 13:20:46","Sugarbush Tavern","Kelsie Coleman",2.96,49.32
1372,6,21:19:11,"2016-01-01 21:19:11","Ruby Tuesday","Kelsie Coleman",5.3,66.2
1373,7,16:19:42,"2017-12-16 16:19:42","Kesler Sports Bar & Grill","Kelsie Coleman",4.77,31.78
1374,5,19:24:33,"2016-01-07 19:24:33","Kesler Sports Bar & Grill","Kelsie Coleman",0.45,9.01
1375,4,12:32:48,"2017-12-13 12:32:48","The Original Pancake House","Kelsie Coleman",2.18,14.51
1376,3,12:53:41,"2016-08-23 12:53:41","Kesler Sports Bar & Grill","Kelsie Coleman",3.63,60.57
1377,3,20:29:02,"2017-07-25 20:29:02","Sizzler","Kelsie Coleman",14.36,95.72
1378,4,16:35:56,"2017-12-13 16:35:56","Maria C. Estabil","Kelsie Coleman",7.13,89.17
1379,5,21:06:21,"2017-10-05 21:06:21","Downtown Lounge","Kelsie Coleman",6.06,60.6
1380,2,10:21:24,"2016-12-12 10:21:24","Club Paragon","Kelsie Coleman",4.16,83.21
1381,3,18:53:36,"2016-07-26 18:53:36","Swamp Sports Bar & Restaurant","Avah Tucker",5.16,73.77
1382,3,10:30:46,"2016-04-12 10:30:46","Opus Mainstreet","Avah Tucker",7.97,79.69
1383,3,07:50:07,"2016-02-09 07:50:07","Tradesman Tavern Inc","Avah Tucker",13.11,100.82
1384,5,21:43:25,"2017-11-16 21:43:25","Swamp Sports Bar & Restaurant","Avah Tucker",0.0,42.12
1385,3,11:36:26,"2016-02-02 11:36:26","Tradesman Tavern Inc","Avah Tucker",6.99,69.94
1386,7,23:48:30,"2016-10-22 23:48:30","Swamp Sports Bar & Restaurant","Avah Tucker",2.95,73.77
1387,5,14:44:56,"2016-02-18 14:44:56","Scooters","Avah Tucker",3.58,89.39
1388,5,20:32:03,"2017-02-16 20:32:03","Tradesman Tavern Inc","Avah Tucker",0.21,21.35
1389,3,17:13:31,"2017-06-06 17:13:31","Scooters","Avah Tucker",0.3,30.39
1390,1,12:08:41,"2016-09-25 12:08:41","Opus Mainstreet","Avah Tucker",0.0,43.9
1391,3,14:49:52,"2016-12-27 14:49:52","Scooters","Avah Tucker",4.33,33.31
1392,1,18:25:40,"2016-03-13 18:25:40","Carrabba's Italian Grill","Avah Tucker",5.34,35.58
1393,6,13:29:12,"2017-04-07 13:29:12","Tradesman Tavern Inc","Avah Tucker",0.25,12.27
1394,2,17:08:23,"2016-07-04 17:08:23","Carrabba's Italian Grill","Avah Tucker",4.54,32.42
1395,1,17:12:15,"2016-06-19 17:12:15","Tradesman Tavern Inc","Avah Tucker",10.71,118.99
1396,6,20:16:27,"2016-05-13 20:16:27","Swamp Sports Bar & Restaurant","Avah Tucker",2.95,73.77
1397,4,14:06:33,"2016-03-30 14:06:33","Scooters","Avah Tucker",4.78,31.89
1398,5,17:49:37,"2017-08-17 17:49:37","Carrabba's Italian Grill","Avah Tucker",0.96,31.91
1399,3,15:55:58,"2017-12-19 15:55:58","Swamp Sports Bar & Restaurant","Avah Tucker",5.86,48.83
1400,1,11:53:21,"2016-07-17 11:53:21","Opus Mainstreet","Avah Tucker",4.6,76.63
1401,1,13:22:27,"2017-09-03 13:22:27","Tweed's Pub Restaurant","Kaitlyn French",0.39,7.84
1402,7,13:55:47,"2016-10-08 13:55:47","Red Robin","Kaitlyn French",19.99,142.75
1403,4,18:46:11,"2017-12-27 18:46:11","The Old Spaghetti Factory","Kaitlyn French",9.05,75.42
1404,5,13:24:42,"2017-06-22 13:24:42","Border Lounge","Kaitlyn French",11.34,94.48
1405,5,22:50:10,"2016-05-19 22:50:10","Topper","Kaitlyn French",1.37,17.12
1406,1,22:37:56,"2016-08-21 22:37:56","The Old Spaghetti Factory","Kaitlyn French",3.68,46.02
1407,2,10:34:48,"2017-09-11 10:34:48","World Beer Direct","Kaitlyn French",5.28,66.0
1408,6,18:13:03,"2016-01-01 18:13:03","The Old Spaghetti Factory","Kaitlyn French",7.32,56.27
1409,4,13:41:34,"2016-06-22 13:41:34","Tweed's Pub Restaurant","Kaitlyn French",2.87,28.71
1410,5,14:48:59,"2016-02-18 14:48:59","Red Robin","Kaitlyn French",2.67,66.86
1411,1,14:34:21,"2016-07-17 14:34:21","Tweed's Pub Restaurant","Kaitlyn French",2.18,16.76
1412,6,15:23:53,"2016-09-23 15:23:53","The Old Spaghetti Factory","Kaitlyn French",3.78,53.98
1413,6,21:42:38,"2017-07-28 21:42:38","The Old Spaghetti Factory","Kaitlyn French",9.68,64.55
1414,1,16:42:33,"2016-09-25 16:42:33","Hickory Tavern","Kaitlyn French",3.11,44.49
1415,3,20:15:56,"2017-04-11 20:15:56","Topper","Kaitlyn French",14.47,131.59
1416,1,09:14:27,"2016-09-11 09:14:27","Hickory Tavern","Kaitlyn French",1.19,39.65
1417,6,16:35:05,"2016-07-15 16:35:05","Red Robin","Kaitlyn French",5.88,146.98
1418,7,19:51:13,"2016-05-14 19:51:13","Famous Dave's","Kaitlyn French",3.12,20.83
1419,4,14:31:33,"2017-08-09 14:31:33","Red Robin","Kaitlyn French",9.37,133.79
1420,3,01:29:00,"2017-02-07 01:29:00","War Room","Kaitlyn French",1.66,20.81
1421,4,17:35:30,"2016-08-24 17:35:30","Ivar's Sports Bar & Grill","Carleigh Gross",0.0,28.98
1422,1,13:40:30,"2017-01-22 13:40:30","Black Angus Steakhouse","Carleigh Gross",3.66,28.17
1423,4,10:43:35,"2017-05-31 10:43:35","Denny's","Carleigh Gross",5.83,72.92
1424,4,01:30:10,"2017-11-08 01:30:10","Islands Fine Burgers & Drinks","Carleigh Gross",8.28,92.03
1425,4,13:55:01,"2016-03-23 13:55:01","Black Angus Steakhouse","Carleigh Gross",1.86,26.64
1426,7,13:18:13,"2017-08-05 13:18:13","Ivar's Sports Bar & Grill","Carleigh Gross",0.74,74.05
1427,1,14:08:02,"2016-04-03 14:08:02","Black Angus Steakhouse","Carleigh Gross",4.1,58.53
1428,6,13:33:22,"2017-01-13 13:33:22","Black Angus Steakhouse","Carleigh Gross",0.66,32.88
1429,4,22:55:30,"2017-05-03 22:55:30","Sportsman","Carleigh Gross",13.41,103.15
1430,1,15:32:35,"2017-01-01 15:32:35","Ivar's Sports Bar & Grill","Carleigh Gross",1.21,60.26
1431,6,12:32:48,"2016-12-02 12:32:48","Black Angus Steakhouse","Carleigh Gross",11.06,85.04
1432,6,19:34:17,"2016-04-08 19:34:17","Dolphin Inn","Carleigh Gross",14.2,94.67
1433,7,18:18:56,"2016-02-20 18:18:56","Sportsman","Carleigh Gross",1.33,132.74
1434,6,22:08:57,"2016-08-26 22:08:57","Sportsman","Carleigh Gross",5.16,128.98
1435,2,17:17:43,"2017-05-29 17:17:43","Denny's","Carleigh Gross",2.22,24.63
1436,2,14:15:12,"2016-07-11 14:15:12","Black Angus Steakhouse","Carleigh Gross",1.52,13.86
1437,1,20:42:39,"2017-05-28 20:42:39","Islands Fine Burgers & Drinks","Carleigh Gross",13.75,98.18
1438,2,19:45:21,"2017-01-23 19:45:21","Sportsman","Carleigh Gross",0.0,1.18
1439,4,16:24:10,"2017-06-28 16:24:10","Denny's","Carleigh Gross",2.29,76.42
1440,1,16:37:32,"2016-04-10 16:37:32","Ivar's Sports Bar & Grill","Carleigh Gross",8.2,117.15
1441,1,20:51:25,"2017-04-23 20:51:25","Red Robin","Renee Francis",0.63,31.27
1442,1,14:51:23,"2017-09-10 14:51:23","Red Robin","Renee Francis",0.78,39.15
1443,7,08:43:49,"2016-11-05 08:43:49","Station","Renee Francis",0.0,52.47
1444,1,09:09:20,"2017-11-19 09:09:20","Stonebridge Village Poa","Renee Francis",3.32,27.66
1445,2,20:24:22,"2017-01-30 20:24:22","Stingers Sports Pub & Grill","Renee Francis",1.14,37.85
1446,6,19:08:17,"2016-10-14 19:08:17","Bubba Gump Shrimp Company","Renee Francis",1.74,13.42
1447,5,19:11:13,"2016-06-09 19:11:13","Red Robin","Renee Francis",7.72,59.41
1448,2,23:29:06,"2017-11-20 23:29:06","Bubba Gump Shrimp Company","Renee Francis",13.07,100.56
1449,3,07:18:33,"2016-08-23 07:18:33","Stonebridge Village Poa","Renee Francis",1.28,31.94
1450,5,18:06:25,"2016-01-14 18:06:25","Station","Renee Francis",2.6,64.96
1451,4,06:19:25,"2017-03-15 06:19:25","Station","Renee Francis",0.9,44.75
1452,6,18:30:35,"2017-05-19 18:30:35","Hard Rock Cafe","Renee Francis",0.8,13.38
1453,4,20:52:53,"2016-02-24 20:52:53","Red Robin","Renee Francis",2.39,23.91
1454,4,00:34:34,"2017-11-29 00:34:34","Hard Rock Cafe","Renee Francis",6.05,67.22
1455,7,06:09:17,"2017-09-23 06:09:17","Station","Renee Francis",4.72,31.46
1456,3,01:49:06,"2017-10-10 01:49:06","Bubba Gump Shrimp Company","Renee Francis",5.01,83.55
1457,6,15:45:57,"2017-11-03 15:45:57","Red Robin","Renee Francis",11.76,146.98
1458,2,11:26:19,"2016-04-11 11:26:19","Stonebridge Village Poa","Renee Francis",3.56,25.44
1459,7,01:43:49,"2017-10-07 01:43:49","Bubba Gump Shrimp Company","Renee Francis",17.7,136.13
1460,4,22:20:14,"2017-05-10 22:20:14","Hard Rock Cafe","Renee Francis",7.67,69.75
1461,5,17:55:28,"2017-10-05 17:55:28","Dick's Last Resort","Azul Fox",0.88,87.96
1462,4,20:33:57,"2017-04-19 20:33:57","World Beer Direct","Azul Fox",1.48,73.92
1463,2,17:52:10,"2016-07-04 17:52:10","World Beer Direct","Azul Fox",1.44,36.06
1464,5,21:17:48,"2017-02-23 21:17:48","Dick's Last Resort","Azul Fox",1.82,30.32
1465,1,21:23:11,"2017-08-27 21:23:11","Caledonia Lounge","Azul Fox",0.0,108.34
1466,2,09:25:19,"2016-01-25 09:25:19","World Beer Direct","Azul Fox",5.16,57.31
1467,5,19:07:32,"2016-07-21 19:07:32","World Beer Direct","Azul Fox",0.97,19.31
